"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date","forecast.month"
"3024","MABALAKO",46,48,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,1,0.00625,"expert 8 23-12-2019","January 2020"
"3025","MABALAKO",46,48,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,1,0.00625,"expert 9 23-12-2019","January 2020"
"3026","MABALAKO",46,48,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,1,0.00625,"expert 11 23-12-2019","January 2020"
"3027","MABALAKO",48,50,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,1,0.00625,"expert 10 17-12-2019","January 2020"
"3028","MABALAKO",48,50,"18-12-2019",0,"4","WHO","never",">5 years",0,1,0.00625,"expert 4 18-12-2019","January 2020"
"3029","MABALAKO",48,50,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,1,0.00625,"expert 5 19-12-2019","January 2020"
"3030","MABALAKO",48,50,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,1,0.00625,"expert 8 23-12-2019","January 2020"
"3031","MABALAKO",48,50,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,1,0.00625,"expert 1 17-12-2019","January 2020"
"3032","MABALAKO",48,50,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,1,0.00625,"expert 11 23-12-2019","January 2020"
"3033","MABALAKO",48,50,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,1,0.00625,"expert 2 19-12-2019","January 2020"
"3034","MABALAKO",48,50,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,1,0.00625,"expert 9 23-12-2019","January 2020"
"3035","MABALAKO",6,8,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,9,0.05625,"expert 10 17-12-2019","January 2020"
"3036","MABALAKO",6,8,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,9,0.05625,"expert 5 19-12-2019","January 2020"
"3037","MABALAKO",6,8,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,9,0.05625,"expert 11 23-12-2019","January 2020"
"3038","MABALAKO",6,8,"23-12-2019",1,"8","MSF","<2 weeks ago",">5 years",0.05,9,0.05625,"expert 8 23-12-2019","January 2020"
"3039","MABALAKO",6,8,"23-12-2019",4,"9","MSF",">2 weeks ago",">5 years",0.2,9,0.05625,"expert 9 23-12-2019","January 2020"
"3040","MABALAKO",6,8,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,9,0.05625,"expert 1 17-12-2019","January 2020"
"3041","MABALAKO",6,8,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,9,0.05625,"expert 2 19-12-2019","January 2020"
"3042","MABALAKO",6,8,"18-12-2019",4,"4","WHO","never",">5 years",0.2,9,0.05625,"expert 4 18-12-2019","January 2020"
"3043","MABALAKO",8,10,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,29,0.18125,"expert 10 17-12-2019","January 2020"
"3044","MABALAKO",8,10,"23-12-2019",10,"9","MSF",">2 weeks ago",">5 years",0.5,29,0.18125,"expert 9 23-12-2019","January 2020"
"3045","MABALAKO",8,10,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,29,0.18125,"expert 1 17-12-2019","January 2020"
"3046","MABALAKO",8,10,"19-12-2019",13,"2","WHO","<2 weeks ago",">5 years",0.65,29,0.18125,"expert 2 19-12-2019","January 2020"
"3047","MABALAKO",8,10,"18-12-2019",5,"4","WHO","never",">5 years",0.25,29,0.18125,"expert 4 18-12-2019","January 2020"
"3048","MABALAKO",8,10,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,29,0.18125,"expert 5 19-12-2019","January 2020"
"3049","MABALAKO",8,10,"23-12-2019",1,"8","MSF","<2 weeks ago",">5 years",0.05,29,0.18125,"expert 8 23-12-2019","January 2020"
"3050","MABALAKO",8,10,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,29,0.18125,"expert 11 23-12-2019","January 2020"
"3051","MANDIMA",0,2,"18-12-2019",1,"4","WHO","never",">5 years",0.05,22,0.1375,"expert 4 18-12-2019","January 2020"
"3052","MANDIMA",0,2,"17-12-2019",15,"10","WHO","<2 weeks ago","<5 years",0.75,22,0.1375,"expert 10 17-12-2019","January 2020"
"3053","MANDIMA",0,2,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,22,0.1375,"expert 1 17-12-2019","January 2020"
"3054","MANDIMA",0,2,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,22,0.1375,"expert 11 23-12-2019","January 2020"
"3055","MANDIMA",0,2,"19-12-2019",1,"5","WHO",">2 weeks ago","<5 years",0.05,22,0.1375,"expert 5 19-12-2019","January 2020"
"3056","MANDIMA",0,2,"23-12-2019",2,"8","MSF","<2 weeks ago",">5 years",0.1,22,0.1375,"expert 8 23-12-2019","January 2020"
"3057","MANDIMA",0,2,"23-12-2019",2,"9","MSF",">2 weeks ago",">5 years",0.1,22,0.1375,"expert 9 23-12-2019","January 2020"
"3058","MANDIMA",0,2,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,22,0.1375,"expert 2 19-12-2019","January 2020"
"3059","MANDIMA",10,12,"18-12-2019",2,"4","WHO","never",">5 years",0.1,7,0.04375,"expert 4 18-12-2019","January 2020"
"3060","MANDIMA",10,12,"17-12-2019",2,"1","LSHTM",">2 weeks ago",">5 years",0.1,7,0.04375,"expert 1 17-12-2019","January 2020"
"3061","MANDIMA",10,12,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,7,0.04375,"expert 5 19-12-2019","January 2020"
"3062","MANDIMA",10,12,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,7,0.04375,"expert 10 17-12-2019","January 2020"
"3063","MANDIMA",10,12,"23-12-2019",2,"8","MSF","<2 weeks ago",">5 years",0.1,7,0.04375,"expert 8 23-12-2019","January 2020"
"3064","MANDIMA",10,12,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,7,0.04375,"expert 9 23-12-2019","January 2020"
"3065","MANDIMA",10,12,"19-12-2019",1,"2","WHO","<2 weeks ago",">5 years",0.05,7,0.04375,"expert 2 19-12-2019","January 2020"
"3066","MANDIMA",10,12,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,7,0.04375,"expert 11 23-12-2019","January 2020"
"3067","MANDIMA",12,14,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,2,0.0125,"expert 1 17-12-2019","January 2020"
"3068","MANDIMA",12,14,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,2,0.0125,"expert 10 17-12-2019","January 2020"
"3069","MANDIMA",12,14,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,2,0.0125,"expert 9 23-12-2019","January 2020"
"3070","MANDIMA",12,14,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,2,0.0125,"expert 5 19-12-2019","January 2020"
"3071","MANDIMA",12,14,"18-12-2019",0,"4","WHO","never",">5 years",0,2,0.0125,"expert 4 18-12-2019","January 2020"
"3072","MANDIMA",12,14,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,2,0.0125,"expert 11 23-12-2019","January 2020"
"3073","MANDIMA",12,14,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,2,0.0125,"expert 2 19-12-2019","January 2020"
"3074","MANDIMA",12,14,"23-12-2019",1,"8","MSF","<2 weeks ago",">5 years",0.05,2,0.0125,"expert 8 23-12-2019","January 2020"
"3075","MANDIMA",14,16,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3076","MANDIMA",14,16,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3077","MANDIMA",14,16,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3078","MANDIMA",14,16,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3079","MANDIMA",14,16,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3080","MANDIMA",14,16,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3081","MANDIMA",14,16,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3082","MANDIMA",14,16,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3083","MANDIMA",16,18,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,3,0.01875,"expert 10 17-12-2019","January 2020"
"3084","MANDIMA",16,18,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,3,0.01875,"expert 9 23-12-2019","January 2020"
"3085","MANDIMA",16,18,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,3,0.01875,"expert 5 19-12-2019","January 2020"
"3086","MANDIMA",16,18,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,3,0.01875,"expert 2 19-12-2019","January 2020"
"3087","MANDIMA",16,18,"18-12-2019",3,"4","WHO","never",">5 years",0.15,3,0.01875,"expert 4 18-12-2019","January 2020"
"3088","MANDIMA",16,18,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,3,0.01875,"expert 8 23-12-2019","January 2020"
"3089","MANDIMA",16,18,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,3,0.01875,"expert 11 23-12-2019","January 2020"
"3090","MANDIMA",16,18,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,3,0.01875,"expert 1 17-12-2019","January 2020"
"3091","MANDIMA",18,20,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,4,0.025,"expert 5 19-12-2019","January 2020"
"3092","MANDIMA",18,20,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,4,0.025,"expert 10 17-12-2019","January 2020"
"3093","MANDIMA",18,20,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,4,0.025,"expert 8 23-12-2019","January 2020"
"3094","MANDIMA",18,20,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,4,0.025,"expert 9 23-12-2019","January 2020"
"3095","MANDIMA",18,20,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,4,0.025,"expert 2 19-12-2019","January 2020"
"3096","MANDIMA",18,20,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,4,0.025,"expert 1 17-12-2019","January 2020"
"3097","MANDIMA",18,20,"18-12-2019",0,"4","WHO","never",">5 years",0,4,0.025,"expert 4 18-12-2019","January 2020"
"3098","MANDIMA",18,20,"23-12-2019",4,"11","WHO","<2 weeks ago","<5 years",0.2,4,0.025,"expert 11 23-12-2019","January 2020"
"3099","MANDIMA",2,4,"17-12-2019",4,"1","LSHTM",">2 weeks ago",">5 years",0.2,25,0.15625,"expert 1 17-12-2019","January 2020"
"3100","MANDIMA",2,4,"18-12-2019",3,"4","WHO","never",">5 years",0.15,25,0.15625,"expert 4 18-12-2019","January 2020"
"3101","MANDIMA",2,4,"19-12-2019",5,"5","WHO",">2 weeks ago","<5 years",0.25,25,0.15625,"expert 5 19-12-2019","January 2020"
"3102","MANDIMA",2,4,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,25,0.15625,"expert 11 23-12-2019","January 2020"
"3103","MANDIMA",2,4,"17-12-2019",5,"10","WHO","<2 weeks ago","<5 years",0.25,25,0.15625,"expert 10 17-12-2019","January 2020"
"3104","MANDIMA",2,4,"23-12-2019",4,"9","MSF",">2 weeks ago",">5 years",0.2,25,0.15625,"expert 9 23-12-2019","January 2020"
"3105","MANDIMA",2,4,"19-12-2019",1,"2","WHO","<2 weeks ago",">5 years",0.05,25,0.15625,"expert 2 19-12-2019","January 2020"
"3106","MANDIMA",2,4,"23-12-2019",3,"8","MSF","<2 weeks ago",">5 years",0.15,25,0.15625,"expert 8 23-12-2019","January 2020"
"3107","MANDIMA",20,22,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,4,0.025,"expert 9 23-12-2019","January 2020"
"3108","MANDIMA",20,22,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,4,0.025,"expert 5 19-12-2019","January 2020"
"3109","MANDIMA",20,22,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,4,0.025,"expert 1 17-12-2019","January 2020"
"3110","MANDIMA",20,22,"18-12-2019",0,"4","WHO","never",">5 years",0,4,0.025,"expert 4 18-12-2019","January 2020"
"3111","MANDIMA",20,22,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,4,0.025,"expert 10 17-12-2019","January 2020"
"3112","MANDIMA",20,22,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,4,0.025,"expert 8 23-12-2019","January 2020"
"3113","MANDIMA",20,22,"23-12-2019",4,"11","WHO","<2 weeks ago","<5 years",0.2,4,0.025,"expert 11 23-12-2019","January 2020"
"3114","MANDIMA",20,22,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,4,0.025,"expert 2 19-12-2019","January 2020"
"3115","MANDIMA",22,24,"18-12-2019",0,"4","WHO","never",">5 years",0,5,0.03125,"expert 4 18-12-2019","January 2020"
"3116","MANDIMA",22,24,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,5,0.03125,"expert 9 23-12-2019","January 2020"
"3117","MANDIMA",22,24,"23-12-2019",5,"11","WHO","<2 weeks ago","<5 years",0.25,5,0.03125,"expert 11 23-12-2019","January 2020"
"3118","MANDIMA",22,24,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,5,0.03125,"expert 8 23-12-2019","January 2020"
"3119","MANDIMA",22,24,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,5,0.03125,"expert 1 17-12-2019","January 2020"
"3120","MANDIMA",22,24,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,5,0.03125,"expert 10 17-12-2019","January 2020"
"3121","MANDIMA",22,24,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,5,0.03125,"expert 2 19-12-2019","January 2020"
"3122","MANDIMA",22,24,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,5,0.03125,"expert 5 19-12-2019","January 2020"
"3123","MANDIMA",24,26,"18-12-2019",0,"4","WHO","never",">5 years",0,4,0.025,"expert 4 18-12-2019","January 2020"
"3124","MANDIMA",24,26,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,4,0.025,"expert 1 17-12-2019","January 2020"
"3125","MANDIMA",24,26,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,4,0.025,"expert 9 23-12-2019","January 2020"
"3126","MANDIMA",24,26,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,4,0.025,"expert 10 17-12-2019","January 2020"
"3127","MANDIMA",24,26,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,4,0.025,"expert 5 19-12-2019","January 2020"
"3128","MANDIMA",24,26,"23-12-2019",4,"11","WHO","<2 weeks ago","<5 years",0.2,4,0.025,"expert 11 23-12-2019","January 2020"
"3129","MANDIMA",24,26,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,4,0.025,"expert 8 23-12-2019","January 2020"
"3130","MANDIMA",24,26,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,4,0.025,"expert 2 19-12-2019","January 2020"
"3131","MANDIMA",26,28,"18-12-2019",0,"4","WHO","never",">5 years",0,3,0.01875,"expert 4 18-12-2019","January 2020"
"3132","MANDIMA",26,28,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,3,0.01875,"expert 9 23-12-2019","January 2020"
"3133","MANDIMA",26,28,"23-12-2019",3,"11","WHO","<2 weeks ago","<5 years",0.15,3,0.01875,"expert 11 23-12-2019","January 2020"
"3134","MANDIMA",26,28,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,3,0.01875,"expert 5 19-12-2019","January 2020"
"3135","MANDIMA",26,28,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,3,0.01875,"expert 1 17-12-2019","January 2020"
"3136","MANDIMA",26,28,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,3,0.01875,"expert 2 19-12-2019","January 2020"
"3137","MANDIMA",26,28,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,3,0.01875,"expert 8 23-12-2019","January 2020"
"3138","MANDIMA",26,28,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,3,0.01875,"expert 10 17-12-2019","January 2020"
"3139","MANDIMA",28,30,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3140","MANDIMA",28,30,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3141","MANDIMA",28,30,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3142","MANDIMA",28,30,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3143","MANDIMA",28,30,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3144","MANDIMA",28,30,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3145","MANDIMA",28,30,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3146","MANDIMA",28,30,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3147","MANDIMA",30,32,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3148","MANDIMA",30,32,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3149","MANDIMA",30,32,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3150","MANDIMA",30,32,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3151","MANDIMA",30,32,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3152","MANDIMA",30,32,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3153","MANDIMA",30,32,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3154","MANDIMA",30,32,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3155","MANDIMA",32,34,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3156","MANDIMA",32,34,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3157","MANDIMA",32,34,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3158","MANDIMA",32,34,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3159","MANDIMA",32,34,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3160","MANDIMA",32,34,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3161","MANDIMA",32,34,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3162","MANDIMA",32,34,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3163","MANDIMA",34,36,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3164","MANDIMA",34,36,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3165","MANDIMA",34,36,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3166","MANDIMA",34,36,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3167","MANDIMA",34,36,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3168","MANDIMA",34,36,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3169","MANDIMA",34,36,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3170","MANDIMA",34,36,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3171","MANDIMA",36,38,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3172","MANDIMA",36,38,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3173","MANDIMA",36,38,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3174","MANDIMA",36,38,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3175","MANDIMA",36,38,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3176","MANDIMA",36,38,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3177","MANDIMA",36,38,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3178","MANDIMA",36,38,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3179","MANDIMA",38,40,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3180","MANDIMA",38,40,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3181","MANDIMA",38,40,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3182","MANDIMA",38,40,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3183","MANDIMA",38,40,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3184","MANDIMA",38,40,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3185","MANDIMA",38,40,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3186","MANDIMA",38,40,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3187","MANDIMA",4,6,"23-12-2019",8,"9","MSF",">2 weeks ago",">5 years",0.4,35,0.21875,"expert 9 23-12-2019","January 2020"
"3188","MANDIMA",4,6,"17-12-2019",5,"1","LSHTM",">2 weeks ago",">5 years",0.25,35,0.21875,"expert 1 17-12-2019","January 2020"
"3189","MANDIMA",4,6,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,35,0.21875,"expert 10 17-12-2019","January 2020"
"3190","MANDIMA",4,6,"19-12-2019",5,"2","WHO","<2 weeks ago",">5 years",0.25,35,0.21875,"expert 2 19-12-2019","January 2020"
"3191","MANDIMA",4,6,"19-12-2019",9,"5","WHO",">2 weeks ago","<5 years",0.45,35,0.21875,"expert 5 19-12-2019","January 2020"
"3192","MANDIMA",4,6,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,35,0.21875,"expert 11 23-12-2019","January 2020"
"3193","MANDIMA",4,6,"23-12-2019",5,"8","MSF","<2 weeks ago",">5 years",0.25,35,0.21875,"expert 8 23-12-2019","January 2020"
"3194","MANDIMA",4,6,"18-12-2019",3,"4","WHO","never",">5 years",0.15,35,0.21875,"expert 4 18-12-2019","January 2020"
"3195","MANDIMA",40,42,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3196","MANDIMA",40,42,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3197","MANDIMA",40,42,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3198","MANDIMA",40,42,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3199","MANDIMA",40,42,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3200","MANDIMA",40,42,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3201","MANDIMA",40,42,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3202","MANDIMA",40,42,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3203","MANDIMA",42,44,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3204","MANDIMA",42,44,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019","January 2020"
"3205","MANDIMA",42,44,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019","January 2020"
"3206","MANDIMA",42,44,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3207","MANDIMA",42,44,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019","January 2020"
"3208","MANDIMA",42,44,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3209","MANDIMA",42,44,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3210","MANDIMA",42,44,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
"3211","MANDIMA",44,46,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019","January 2020"
"3212","MANDIMA",44,46,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019","January 2020"
"3213","MANDIMA",44,46,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019","January 2020"
"3214","MANDIMA",44,46,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019","January 2020"
"3215","MANDIMA",44,46,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019","January 2020"
